page_url,top_query,impressions
https://ledsone.co.uk/collections/hooks-and-rings/hooks-and-rings,ceiling hook,43
https://ledsone.co.uk/collections/illuminate-your-space-the-ultimate-light-collection,lighting units,9
https://ledsone.co.uk/collections/incandescent-bulbs,incandescent light bulb,495
https://ledsone.co.uk/collections/indoor-led-lights/indoor-lighting,ledsone lighting,11
https://ledsone.co.uk/collections/indoor-lighting,site:ledsone.co.uk,1
https://ledsone.co.uk/collections/indoor-wall-lamps,indoor wall lights,306
https://ledsone.co.uk/collections/ip-20-transformers,12v 100w power supply,1
https://ledsone.co.uk/collections/ip20-led-power-supplies-1,led power supplies,78
https://ledsone.co.uk/collections/ip45-rainproof-led-drivers,weatherproof led driver,15
https://ledsone.co.uk/collections/ip67-waterproof-led-drivers,ip67 led driver,170
https://ledsone.co.uk/collections/junction-box,connectors for junction boxes,1
https://ledsone.co.uk/collections/kitchen-items,kitchen gadgets,270
https://ledsone.co.uk/collections/kitchen-lighting,industrial kitchen lighting,107
https://ledsone.co.uk/collections/kitchen-lighting/modern-lighting,modern led kitchen ceiling lights,58
https://ledsone.co.uk/collections/kitchen-lighting/pendant-lights,kitchen island lighting,239
https://ledsone.co.uk/collections/kitchen-lights-for-over-table,kitchen pendant lighting,361
https://ledsone.co.uk/collections/lamp-spare-parts-sales,lighting parts & accessories,40
https://ledsone.co.uk/collections/lamp-spares,lamp spares,20
https://ledsone.co.uk/collections/lamp-spares-1,ceiling light spares,7
https://ledsone.co.uk/collections/lampshades,retro lampshade,291
https://ledsone.co.uk/collections/lampshades/black-and-white,black and white lamp shade,77
https://ledsone.co.uk/collections/lampshades/ceiling-lights-for-bedroom-lights,bedroom light shades,129
https://ledsone.co.uk/collections/lampshades/ceiling-pipe-light,retro light shades,5
https://ledsone.co.uk/collections/lampshades/easy-fit-wire-cage,light shades uk,1
https://ledsone.co.uk/collections/lampshades/lighting-set,pendant light shades,99
https://ledsone.co.uk/collections/lampshades/metal-pendant-light,metal lamp shades,73
https://ledsone.co.uk/collections/lampshades/vintage-fittings-for-pendant-lights,light shade fittings,11
https://ledsone.co.uk/collections/lampshades/vintage-lighting,lamp shades for vintage lamps,20
https://ledsone.co.uk/collections/lampshades/wall-light-any-room-sales,vintage wall light shades,5
https://ledsone.co.uk/collections/lampshades/wall-lights-for-home-office-lights,vintage wall lamp shades,4
https://ledsone.co.uk/collections/latest-pendent-shade,kitchen light shades,132
https://ledsone.co.uk/collections/latest-pendent-shade/rattan-lamp,rattan pendant light,5
https://ledsone.co.uk/collections/laundry-bags,laundry bags,564
https://ledsone.co.uk/collections/led-bulbs,decorative light bulbs,407
https://ledsone.co.uk/collections/led-bulbs/b22-base-bulb,e14 bayonet bulb,112
https://ledsone.co.uk/collections/led-bulbs?page=3,220 240v 50hz,1
https://ledsone.co.uk/collections/led-lightings,ledsone uk limited,3
https://ledsone.co.uk/collections/led-modules,led module,350
https://ledsone.co.uk/collections/led-panels,led panels,303
https://ledsone.co.uk/collections/led-panels/led-lighting,modern slim panel lights,7
https://ledsone.co.uk/collections/led-transformers,led transformer,183
https://ledsone.co.uk/collections/lighting-collection,ledsone,18
https://ledsone.co.uk/collections/lighting-set,retro pendant lights,3
https://ledsone.co.uk/collections/lighting-shades,light shades,339
https://ledsone.co.uk/collections/lighting-shades/products/tiffany-style-ceiling-pendant-hanging-mediterranean-style-lamp-light-decorative-home?_pos=3&_fid=aa33d625f&_ss=c,tiffany light shades ceiling,7
https://ledsone.co.uk/collections/lighting-trends-2026,ledsone official website,39
https://ledsone.co.uk/collections/living-or-dining-room-lighting,industrial dining room lights,2
https://ledsone.co.uk/collections/living-or-dining-room-lighting/indoor-led-lights,indoor led lights,224
https://ledsone.co.uk/collections/living-or-dining-room-lighting/pendant-ceiling-lights,pendant lights,217
https://ledsone.co.uk/collections/living-room-lighting,link me some,1
https://ledsone.co.uk/collections/luminous-deals-glow-up-your-savings/products/3-x-led-lamp-3w-25w-b22-gls-light-bulbs-cool-white-a-lighting-5334?variant=45147757838586&currency=GBP,yes please,1
https://ledsone.co.uk/collections/luminous-deals-glow-up-your-savings/products/industrial-vintage-retro-rustic-sconce-wall-light-hanging-sconces-lamp-fitting-fixture-3408?variant=42266121634042&currency=GBP,rustic sconces for living room,1
https://ledsone.co.uk/collections/luminous-deals-glow-up-your-savings/products/retro-design-light-easy-fit-40cm-dome-lampshades-lighting?variant=40309520564385&currency=GBP,cool lampshades,39
https://ledsone.co.uk/collections/mail-bags,mailing bags,416
https://ledsone.co.uk/collections/masonry-screws-anchors,light duty fixings,24
https://ledsone.co.uk/collections/metal-holders,e27 socket,1252
https://ledsone.co.uk/collections/modern-energy-efficient-pendant-ceiling-wall-lighting-uk,sustainable pendant lighting,3
https://ledsone.co.uk/collections/modern-lighting,ledsone uk limited,2
https://ledsone.co.uk/collections/modern-radiant-lighting,class 1 light fittings,3
https://ledsone.co.uk/collections/morandi-pendant-light,morandi pendant light,5
https://ledsone.co.uk/collections/multi-outlet-lighting,hallway pendant light,143
https://ledsone.co.uk/collections/multi-outlet-lighting-deals,multi lighting sale,71
https://ledsone.co.uk/collections/neon-flex,led neon,115
https://ledsone.co.uk/collections/new-arrivals/products/6-outlet-yellow-brass-metal-ceiling-rose-120x25mm?_pos=15&_fid=b8e863a9c&_ss=c,yellow lighting sale,10
https://ledsone.co.uk/collections/new-arrivals/products/glass-lampshade-modern-style-wall-lights-perfect-for-decorative-on-wall?_pos=6&_fid=798e31163&_ss=c,wall lights glass shades,5
https://ledsone.co.uk/collections/new-collection,ledsone uk limited,1
https://ledsone.co.uk/collections/new-products,ledsone,2
https://ledsone.co.uk/collections/non-dimmable-led-bulbs,non-dimmable wall light,116
https://ledsone.co.uk/collections/office-items,document storage,1968
https://ledsone.co.uk/collections/outdoor-lights-with-sensor,outside lights with sensor,286
https://ledsone.co.uk/collections/outdoor-wall-lights,outdoor lighting,106
https://ledsone.co.uk/collections/patten-shade-lighting,batten lamp shade,2
https://ledsone.co.uk/collections/pendant-holder,pendant lamp holder,114
https://ledsone.co.uk/collections/pendant-light-with-switch-on-cord,ceiling light with switch on cord,3
https://ledsone.co.uk/collections/pendant-lights,ledsone,551
https://ledsone.co.uk/collections/pendant-lights/bedroom-lighting,bedroom pendant lights,258
https://ledsone.co.uk/collections/pendant-lights/indoor-lighting,led hanging lights,13
https://ledsone.co.uk/collections/pendant-lights/office-lighting,office pendant light,47
https://ledsone.co.uk/collections/pendant-lights/pendant-holder,hanging light bulb,4
https://ledsone.co.uk/collections/pendant-lights/pendant-lights,metallic pendant light,3
https://ledsone.co.uk/collections/pendant-lights/pipe-ceiling-lights,site:ledsone.co.uk,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.model=Trendy+Pendant+light&variant=45380374102266,custom y-shape suspended led lighting,14
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&filter.p.m.custom.colour=Pink&variant=45380373610746,custom made y shape lights,7
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&filter.p.m.custom.materials=Metal&variant=45380374102266,bespoke y shape led,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&filter.p.m.custom.model=Trendy+Pendant+light&filter.p.m.custom.size=Dia%2F10cm&variant=45380374102266,custom y-shape suspended led lighting,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&variant=45380374102266,bespoke y shape lights,4
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.colour=French+Gold&filter.p.m.custom.core=2+Core&filter.p.m.custom.model=Cage+Pendant&variant=45380374167802,chandelier domes,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.colour=Chrome&filter.p.m.custom.model=Cage+Pendant&filter.p.m.custom.wattage=60W&variant=45380374167802,dome chandeliers,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.colour=Multi+color&variant=45380373610746,bespoke y shape led,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.colour=Purple&filter.p.m.custom.model=Trendy+Pendant+light&variant=45380374102266,purple pendant light,3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.lighting_outlet=9+Way&variant=45380374102266,custom octagon suspended led lighting,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&filter.p.m.custom.size=Dia%2F23cm&variant=45380374102266,bespoke y shape led,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&variant=45380373643514,led dome,3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&variant=45380373840122,ceiling dome,4
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&variant=45380374102266,custom octagon suspended led lighting,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Dome&variant=45380374135034,indoor dome lights,3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.colour=French+Gold&filter.p.m.custom.core=2+Core&filter.p.m.custom.lighting_outlet=3+way&filter.p.m.custom.model=Cage+Pendant&filter.p.m.custom.size=Dia%2F17cm&variant=45380374167802,large round pendant light,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.colour=French+Gold&filter.p.m.custom.core=Pendant+Light&filter.p.m.custom.model=Cage+Pendant&filter.p.m.custom.size=Dia%2F17cm&filter.p.m.custom.wattage=60W&variant=45380374167802,pendant light round,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.colour=French+Gold&filter.p.m.custom.core=Pendant+light&filter.p.m.custom.model=Cage+Pendant&filter.p.m.custom.size=Dia%2F17cm&variant=45380374167802,large round pendant light,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.core=Pendant+Light&filter.p.m.custom.model=Cage+Pendant&filter.p.m.custom.size=Dia%2F17cm&variant=45380374167802,pendant light round,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.model=Cage+Pendant&variant=45380374167802,round hanging lights,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.colour=Brushed+Silver&variant=45380373840122,custom y-shape suspended led lighting,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.colour=Silver&variant=45380374036730,custom made round lights,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.lighting_outlet=1+Way&variant=45380374102266,custom made round lights,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.lighting_outlet=4+Way&filter.p.m.custom.size=Dia%2F23cm&variant=45380373643514,bespoke circular led,3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.lighting_outlet=9+Way&variant=45380374102266,custom y-shape suspended led lighting,10
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.model=Shade+Pendant&variant=45380373676282,circular suspended light,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.size=Dia%2F15cm&variant=45380374036730,bespoke circular led,10
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.size=Dia%2F23cm&variant=45380374102266,bespoke round lights,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&variant=45380373643514,custom made circular led,6
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&variant=45380374135034,custom made circular lights,5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Twisted&filter.p.m.custom.lighting_outlet=1+Way&variant=45380374102266,twist design pendant lights,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Twisted&filter.p.m.custom.lighting_outlet=3+way&filter.p.m.custom.model=Trendy+Pendant+light&variant=45380374102266,twist design pendant lights,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle&variant=45380373643514,bespoke rectangle led,16
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle&variant=45380374102266,custom rectangle suspended led lighting,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.core=Ceiling+Light&variant=45380373807354,adjustable ceiling light,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.core=Pendant+Light&filter.p.m.custom.size=Dia%2F24cm&variant=45380373807354,pendant light rectangular,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.core=Pendant+light&variant=45380373807354,square light pendant,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.materials=Metal&filter.p.m.custom.size=Dia%2F24cm&variant=45380373807354,custom rectangle suspended led lighting,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.size=Dia%2F10cm&variant=45380373807354,custom rectangle suspended led lighting,2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.size=Dia%2F16cm&variant=45380373807354,custom rectangle suspended led lighting,5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.style=Industrial&variant=45380373807354,custom rectangle suspended led lighting,3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Multi+colour&filter.p.m.custom.style=Modern&variant=45380373807354,custom rectangle suspended led lighting,1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Pink&variant=45380373610746,pink lighting sale,25
